0.001,0.013,-0.014,0.366,-0.0923,-0.0498
0.0032,0.26,-0.0027,0.371,0.173,-0.0498
0.33,-0.0031,-0.065,0.684,-0.0739,-0.114
0.33,0.26,-0.065,0.678,0.153,-0.113
